"Notes"	"Month"	"Month Code"	"Residence State"	"Residence State Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Apr., 2019"	"2019/04"	"Massachusetts"	"25"	170	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"Michigan"	"26"	191	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"Minnesota"	"27"	67	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"Mississippi"	"28"	27	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"Missouri"	"29"	92	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"Montana"	"30"	13	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"Nevada"	"32"	56	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"New Hampshire"	"33"	31	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"New Jersey"	"34"	191	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"New Mexico"	"35"	55	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"New York"	"36"	273	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"North Carolina"	"37"	186	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"Ohio"	"39"	341	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"Oklahoma"	"40"	51	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"Oregon"	"41"	56	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"Pennsylvania"	"42"	363	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"Rhode Island"	"44"	25	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"South Carolina"	"45"	85	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"Tennessee"	"47"	168	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"Texas"	"48"	255	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"Utah"	"49"	49	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"Vermont"	"50"	12	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"Virginia"	"51"	127	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"Washington"	"53"	86	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"West Virginia"	"54"	79	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2019"	"2019/04"	"Wisconsin"	"55"	105	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Alabama"	"01"	71	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Alaska"	"02"	13	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Arizona"	"04"	151	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Arkansas"	"05"	34	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"California"	"06"	516	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Colorado"	"08"	87	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Connecticut"	"09"	104	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Delaware"	"10"	43	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"District of Columbia"	"11"	25	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Florida"	"12"	392	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Georgia"	"13"	126	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Idaho"	"16"	19	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Illinois"	"17"	266	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Indiana"	"18"	145	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Iowa"	"19"	26	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Kansas"	"20"	37	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Kentucky"	"21"	104	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Louisiana"	"22"	106	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Maine"	"23"	32	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Maryland"	"24"	187	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Massachusetts"	"25"	188	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Michigan"	"26"	238	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Minnesota"	"27"	66	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Mississippi"	"28"	40	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Missouri"	"29"	111	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Montana"	"30"	11	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Nebraska"	"31"	11	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Nevada"	"32"	51	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"New Hampshire"	"33"	28	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"New Jersey"	"34"	231	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"New Mexico"	"35"	57	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"New York"	"36"	294	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"North Carolina"	"37"	193	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Ohio"	"39"	345	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Oklahoma"	"40"	58	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Oregon"	"41"	46	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Pennsylvania"	"42"	362	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Rhode Island"	"44"	35	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"South Carolina"	"45"	84	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Tennessee"	"47"	176	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Texas"	"48"	265	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Utah"	"49"	35	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Virginia"	"51"	135	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Washington"	"53"	94	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"West Virginia"	"54"	60	Not Applicable	Not Applicable	Not Applicable
	"May, 2019"	"2019/05"	"Wisconsin"	"55"	104	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Alabama"	"01"	75	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Alaska"	"02"	11	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Arizona"	"04"	140	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Arkansas"	"05"	28	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"California"	"06"	545	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Colorado"	"08"	85	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Connecticut"	"09"	119	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Delaware"	"10"	45	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"District of Columbia"	"11"	28	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Florida"	"12"	446	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Georgia"	"13"	109	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Hawaii"	"15"	21	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Idaho"	"16"	30	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Illinois"	"17"	224	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Indiana"	"18"	132	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Iowa"	"19"	19	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Kansas"	"20"	41	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Kentucky"	"21"	102	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Louisiana"	"22"	92	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Maine"	"23"	38	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Maryland"	"24"	192	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Massachusetts"	"25"	187	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Michigan"	"26"	185	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Minnesota"	"27"	71	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Mississippi"	"28"	42	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Missouri"	"29"	100	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Montana"	"30"	12	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Nebraska"	"31"	11	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Nevada"	"32"	49	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"New Hampshire"	"33"	27	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"New Jersey"	"34"	232	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"New Mexico"	"35"	59	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"New York"	"36"	293	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"North Carolina"	"37"	207	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Ohio"	"39"	352	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Oklahoma"	"40"	58	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Oregon"	"41"	60	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Pennsylvania"	"42"	349	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Rhode Island"	"44"	26	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"South Carolina"	"45"	85	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Tennessee"	"47"	180	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Texas"	"48"	246	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Utah"	"49"	50	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Virginia"	"51"	109	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Washington"	"53"	109	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"West Virginia"	"54"	70	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2019"	"2019/06"	"Wisconsin"	"55"	85	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Alabama"	"01"	66	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Arizona"	"04"	217	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Arkansas"	"05"	34	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"California"	"06"	527	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Colorado"	"08"	92	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Connecticut"	"09"	122	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Delaware"	"10"	41	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"District of Columbia"	"11"	20	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Florida"	"12"	451	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Georgia"	"13"	111	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Hawaii"	"15"	19	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Idaho"	"16"	12	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Illinois"	"17"	232	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Indiana"	"18"	151	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Iowa"	"19"	37	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Kansas"	"20"	37	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Kentucky"	"21"	109	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Louisiana"	"22"	91	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Maine"	"23"	31	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Maryland"	"24"	198	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Massachusetts"	"25"	190	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Michigan"	"26"	202	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Minnesota"	"27"	73	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Mississippi"	"28"	39	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Missouri"	"29"	139	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Montana"	"30"	21	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Nebraska"	"31"	13	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Nevada"	"32"	72	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"New Hampshire"	"33"	24	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"New Jersey"	"34"	249	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"New Mexico"	"35"	59	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"New York"	"36"	355	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"North Carolina"	"37"	191	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"North Dakota"	"38"	11	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Ohio"	"39"	380	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Oklahoma"	"40"	52	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Oregon"	"41"	52	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Pennsylvania"	"42"	372	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Rhode Island"	"44"	28	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"South Carolina"	"45"	88	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Tennessee"	"47"	182	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Texas"	"48"	282	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Utah"	"49"	52	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Vermont"	"50"	14	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Virginia"	"51"	101	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Washington"	"53"	112	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"West Virginia"	"54"	86	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2019"	"2019/07"	"Wisconsin"	"55"	105	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Alabama"	"01"	73	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Arizona"	"04"	176	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Arkansas"	"05"	28	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"California"	"06"	574	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Colorado"	"08"	90	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Connecticut"	"09"	137	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Delaware"	"10"	42	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"District of Columbia"	"11"	33	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Florida"	"12"	420	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Georgia"	"13"	136	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Hawaii"	"15"	25	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Idaho"	"16"	13	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Illinois"	"17"	258	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Indiana"	"18"	135	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Iowa"	"19"	28	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Kansas"	"20"	30	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Kentucky"	"21"	89	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Louisiana"	"22"	116	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Maine"	"23"	41	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Maryland"	"24"	217	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Massachusetts"	"25"	181	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Michigan"	"26"	165	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Minnesota"	"27"	70	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Mississippi"	"28"	33	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Missouri"	"29"	153	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Montana"	"30"	14	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Nebraska"	"31"	13	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Nevada"	"32"	63	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"New Hampshire"	"33"	32	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"New Jersey"	"34"	279	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"New Mexico"	"35"	49	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"New York"	"36"	325	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"North Carolina"	"37"	172	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Ohio"	"39"	347	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Oklahoma"	"40"	56	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Oregon"	"41"	54	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Pennsylvania"	"42"	401	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Rhode Island"	"44"	19	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"South Carolina"	"45"	115	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"South Dakota"	"46"	12	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Tennessee"	"47"	165	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Texas"	"48"	299	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Utah"	"49"	40	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Vermont"	"50"	16	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Virginia"	"51"	129	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Washington"	"53"	119	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"West Virginia"	"54"	77	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2019"	"2019/08"	"Wisconsin"	"55"	115	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Alabama"	"01"	53	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Alaska"	"02"	10	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Arizona"	"04"	181	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Arkansas"	"05"	29	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"California"	"06"	525	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Colorado"	"08"	86	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Connecticut"	"09"	97	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Delaware"	"10"	40	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"District of Columbia"	"11"	32	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Florida"	"12"	480	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Georgia"	"13"	112	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Hawaii"	"15"	20	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Idaho"	"16"	21	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Illinois"	"17"	256	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Indiana"	"18"	138	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Iowa"	"19"	38	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Kansas"	"20"	33	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Kentucky"	"21"	103	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Louisiana"	"22"	106	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Maine"	"23"	27	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Maryland"	"24"	187	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Massachusetts"	"25"	174	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Michigan"	"26"	206	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Minnesota"	"27"	61	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Mississippi"	"28"	29	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Missouri"	"29"	142	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Nebraska"	"31"	16	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Nevada"	"32"	57	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"New Hampshire"	"33"	34	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"New Jersey"	"34"	215	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"New Mexico"	"35"	53	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"New York"	"36"	277	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"North Carolina"	"37"	194	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Ohio"	"39"	351	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Oklahoma"	"40"	68	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Oregon"	"41"	50	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Pennsylvania"	"42"	350	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Rhode Island"	"44"	18	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"South Carolina"	"45"	110	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Tennessee"	"47"	178	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Texas"	"48"	240	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Utah"	"49"	46	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Virginia"	"51"	129	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Washington"	"53"	107	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"West Virginia"	"54"	66	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2019"	"2019/09"	"Wisconsin"	"55"	101	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Alabama"	"01"	75	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Alaska"	"02"	16	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Arizona"	"04"	176	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Arkansas"	"05"	36	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"California"	"06"	500	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2019"	"2019/10"	"Colorado"	"08"	92	Not Applicable	Not Applicable	Not Applicable
