Notes	Month	Month Code	Residence State	Residence State Code	Deaths	Population	Crude Rate
	"Jul., 2024 (provisional)"	2024/07	District of Columbia	11	32	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Florida	12	405	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Georgia	13	181	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Hawaii	15	32	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Idaho	16	33	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Illinois	17	240	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Indiana	18	141	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Iowa	19	33	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Kansas	20	35	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Kentucky	21	120	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Louisiana	22	143	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Maine	23	36	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Maryland	24	149	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Massachusetts	25	150	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Michigan	26	148	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Minnesota	27	89	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Mississippi	28	43	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Missouri	29	115	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Montana	30	20	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Nebraska	31	19	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Nevada	32	141	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	New Hampshire	33	26	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	New Jersey	34	164	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	New Mexico	35	61	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	New York	36	349	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	North Carolina	37	224	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Ohio	39	274	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Oklahoma	40	85	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Oregon	41	99	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Pennsylvania	42	316	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Rhode Island	44	29	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	South Carolina	45	125	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	South Dakota	46	14	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Tennessee	47	207	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Texas	48	447	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Utah	49	60	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Vermont	50	26	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Virginia	51	99	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Washington	53	250	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	West Virginia	54	61	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Wisconsin	55	82	Not Applicable	Not Applicable
	"Jul., 2024 (provisional)"	2024/07	Wyoming	56	10	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Alabama	1	112	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Alaska	2	22	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Arizona	4	233	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Arkansas	5	36	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	California	6	693	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Colorado	8	97	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Connecticut	9	81	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Delaware	10	21	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	District of Columbia	11	21	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Florida	12	349	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Georgia	13	163	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Hawaii	15	27	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Idaho	16	25	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Illinois	17	240	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Indiana	18	138	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Iowa	19	28	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Kansas	20	40	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Kentucky	21	115	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Louisiana	22	113	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Maine	23	29	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Maryland	24	139	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Massachusetts	25	126	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Michigan	26	125	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Minnesota	27	76	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Mississippi	28	44	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Missouri	29	95	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Montana	30	11	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Nebraska	31	12	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Nevada	32	116	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	New Hampshire	33	21	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	New Jersey	34	156	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	New Mexico	35	77	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	New York	36	332	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	North Carolina	37	149	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Ohio	39	295	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Oklahoma	40	71	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Oregon	41	81	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Pennsylvania	42	246	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Rhode Island	44	19	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	South Carolina	45	112	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Tennessee	47	205	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Texas	48	451	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Utah	49	48	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Vermont	50	14	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Virginia	51	117	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Washington	53	172	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	West Virginia	54	55	Not Applicable	Not Applicable
	"Aug., 2024 (provisional)"	2024/08	Wisconsin	55	79	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Alabama	1	80	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Alaska	2	14	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Arizona	4	175	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Arkansas	5	35	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	California	6	633	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Colorado	8	104	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Connecticut	9	65	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Delaware	10	20	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	District of Columbia	11	22	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Florida	12	333	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Georgia	13	137	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Hawaii	15	30	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Idaho	16	22	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Illinois	17	192	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Indiana	18	129	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Iowa	19	26	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Kansas	20	45	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Kentucky	21	99	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Louisiana	22	105	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Maine	23	32	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Maryland	24	128	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Massachusetts	25	87	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Michigan	26	132	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Minnesota	27	84	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Mississippi	28	41	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Missouri	29	91	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Montana	30	11	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Nebraska	31	15	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Nevada	32	76	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	New Hampshire	33	18	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	New Jersey	34	137	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	New Mexico	35	53	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	New York	36	271	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	North Carolina	37	144	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Ohio	39	209	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Oklahoma	40	50	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Oregon	41	100	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Pennsylvania	42	230	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Rhode Island	44	24	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	South Carolina	45	94	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Tennessee	47	168	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Texas	48	324	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Utah	49	50	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Vermont	50	15	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Virginia	51	68	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Washington	53	194	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	West Virginia	54	58	Not Applicable	Not Applicable
	"Sep., 2024 (provisional)"	2024/09	Wisconsin	55	91	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Alabama	1	39	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Alaska	2	11	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Arizona	4	70	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Arkansas	5	11	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	California	6	267	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Colorado	8	58	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Connecticut	9	29	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Florida	12	120	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Georgia	13	58	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Illinois	17	78	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Indiana	18	54	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Iowa	19	10	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Kansas	20	13	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Kentucky	21	56	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Louisiana	22	43	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Maine	23	12	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Maryland	24	44	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Massachusetts	25	49	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Michigan	26	51	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Minnesota	27	24	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Mississippi	28	15	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Missouri	29	45	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Nevada	32	28	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	New Jersey	34	61	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	New Mexico	35	25	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	New York	36	95	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	North Carolina	37	58	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Ohio	39	93	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Oklahoma	40	30	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Oregon	41	49	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Pennsylvania	42	99	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Rhode Island	44	10	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	South Carolina	45	42	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Tennessee	47	86	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Texas	48	150	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Utah	49	14	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Vermont	50	12	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Virginia	51	24	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Washington	53	82	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	West Virginia	54	27	Not Applicable	Not Applicable
	"Oct., 2024 (provisional)"	2024/10	Wisconsin	55	21	Not Applicable	Not Applicable
---							
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"							
Query Parameters:							
UCD - Drug/Alcohol Induced Causes: Drug poisonings (overdose) Unintentional (X40-X44); Drug poisonings (overdose) Suicide							
(X60-X64); Drug poisonings (overdose) Homicide (X85); Drug poisonings (overdose) Undetermined (Y10-Y14)							
Year/Month: 2024 (provisional)							
Group By: Month; Residence State							
Show Totals: Disabled							
Show Zero Values: False							
Show Suppressed: False							
"Calculate Rates Per: 100,000"							
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)							
---							
Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information.							
---							
"Query Date: Apr 21, 2025 4:55:30 PM"							
---							
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"							
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2023,"							
"and from provisional data for years 2024 and later, as compiled from data provided by the 57 vital statistics jurisdictions"							
"through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Apr 21, 2025"							
4:55:30 PM							
---							
Messages:							
1. Totals are not available for these results due to suppression constraints. More Information:							
http://wonder.cdc.gov/wonder/help/faq.html#Privacy.							
2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows.							
3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows.							
---							
Caveats:							
"1. Population and rates are labeled 'Not Applicable' when location of Death's Occurrence, Autopsy, Place of Death, Weekday or"							
"Month are grouped by or limited, due to lack of a valid population. More information:"							
http://wonder.cdc.gov/wonder/help/mcd-provisional.html#NotApplicableRates.							
2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:							
http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Assurance of Confidentiality.							
3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:							
http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Unreliable.							
"4. Connecticut population estimates for 2022 and later years are reported for 9 planning regions as county equivalent areas,"							
"instead of the former 8 legacy counties in the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023,"							
"and in the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. Populations estimates for the former"							
counties are not available for 2022 and later years. More information:							
http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Connecticut-2022.							
"5. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"							
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"							
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"							
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"							
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"							
"100,000 population. These deaths will not be updated on the final mortality datasets."							
"6. Deaths occurring through April 05, 2025 as of April 13, 2025."							
